x,y,z,yaw,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk
-0.3103,0.0743,0.0369,-0.106639617297,[[-0.28209604]],[[ 0.06754668]],[[ 0.03354606]],[[-0.0028204]],[[ 0.00067533]],[[ 0.00033539]],[[-0.09694687]],[[-0.00096927]]
-0.3103,0.0743,0.0369,-0.106639617297,[[-0.29555824]],[[ 0.07077015]],[[ 0.03514695]],[[-0.00442844]],[[ 0.00106037]],[[ 0.00052662]],[[-0.10157337]],[[-0.00152191]]
-0.3103,0.0743,0.0369,-0.106639617297,[[-0.30036883]],[[ 0.07192202]],[[ 0.03571901]],[[-0.00598766]],[[ 0.00143372]],[[ 0.00071204]],[[-0.10322661]],[[-0.00205776]]
-0.3103,0.0743,0.0369,-0.106639617297,[[-0.30286911]],[[ 0.07252071]],[[ 0.03601634]],[[-0.00751733]],[[ 0.00179999]],[[ 0.00089394]],[[-0.10408587]],[[-0.00258345]]
-0.3103,0.0743,0.0369,-0.106639617297,[[-0.30442631]],[[ 0.07289357]],[[ 0.03620152]],[[-0.00901165]],[[ 0.0021578]],[[ 0.00107164]],[[-0.10462103]],[[-0.003097]]
-0.3103,0.0743,0.0369,-0.106639617297,[[-0.30551042]],[[ 0.07315316]],[[ 0.03633044]],[[-0.01045849]],[[ 0.00250424]],[[ 0.00124369]],[[-0.1049936]],[[-0.00359423]]
-0.3116,0.0744,0.037,-0.107163216072,[[-0.30652302]],[[ 0.07336356]],[[ 0.03644257]],[[-0.01222702]],[[ 0.00286527]],[[ 0.00143787]],[[-0.10535325]],[[-0.00422472]]
-0.3116,0.0744,0.037,-0.107163216072,[[-0.30732721]],[[ 0.07353092]],[[ 0.03653169]],[[-0.01390469]],[[ 0.00320651]],[[ 0.00162175]],[[-0.10563879]],[[-0.00482327]]
-0.3116,0.0744,0.037,-0.107163216072,[[-0.30799403]],[[ 0.07366985]],[[ 0.03660563]],[[-0.01547119]],[[ 0.0035237]],[[ 0.00179307]],[[-0.1058755]],[[-0.00538268]]
-0.3118,0.0742,0.0371,-0.110304808726,[[-0.30858925]],[[ 0.0737648]],[[ 0.03668104]],[[-0.0169903]],[[ 0.00372961]],[[ 0.0019913]],[[-0.1064572]],[[-0.0072031]]
-0.3118,0.0742,0.0371,-0.110304808726,[[-0.30911109]],[[ 0.07384814]],[[ 0.03674714]],[[-0.01835696]],[[ 0.00390845]],[[ 0.00217064]],[[-0.10696621]],[[-0.00889997]]
-0.3118,0.0742,0.0371,-0.110304808726,[[-0.30957625]],[[ 0.07392238]],[[ 0.03680606]],[[-0.01955635]],[[ 0.00405818]],[[ 0.00232918]],[[-0.10742045]],[[-0.01045567]]
-0.3118,0.0742,0.0371,-0.110304808726,[[-0.30999531]],[[ 0.07398908]],[[ 0.03685918]],[[-0.02057795]],[[ 0.00417758]],[[ 0.0024655]],[[-0.10783132]],[[-0.01185585]]
-0.3118,0.0742,0.0371,-0.110304808726,[[-0.31037509]],[[ 0.07404927]],[[ 0.03690736]],[[-0.02141607]],[[ 0.00426624]],[[ 0.00257881]],[[-0.10820616]],[[-0.01309026]]
-0.3117,0.0749,0.0372,-0.151669111998,[[-0.31070925]],[[ 0.07417923]],[[ 0.03696198]],[[-0.02201606]],[[ 0.00470273]],[[ 0.00272296]],[[-0.11301853]],[[-0.03649673]]
-0.3117,0.0749,0.0372,-0.151669111998,[[-0.31101236]],[[ 0.07429878]],[[ 0.0370119]],[[-0.02244123]],[[ 0.00507447]],[[ 0.00283926]],[[-0.1175045]],[[-0.05762089]]
-0.3117,0.0749,0.0372,-0.151669111998,[[-0.31128656]],[[ 0.07440869]],[[ 0.03705745]],[[-0.02270025]],[[ 0.00538226]],[[ 0.00292857]],[[-0.12169073]],[[-0.07640179]]
-0.3117,0.0749,0.0372,-0.151669111998,[[-0.31153359]],[[ 0.07450951]],[[ 0.03709891]],[[-0.02280515]],[[ 0.00562842]],[[ 0.00299229]],[[-0.12559355]],[[-0.0928392]]
-0.3117,0.0749,0.0372,-0.151669111998,[[-0.31175502]],[[ 0.0746017]],[[ 0.03713648]],[[-0.02277047]],[[ 0.00581644]],[[ 0.00303233]],[[-0.1292237]],[[-0.10698721]]
-0.3117,0.0749,0.0372,-0.151669111998,[[-0.31195236]],[[ 0.07468566]],[[ 0.03717037]],[[-0.02261231]],[[ 0.00595078]],[[ 0.00305091]],[[-0.13258945]],[[-0.11894529]]
-0.3114,0.0747,0.0372,-0.119904119612,[[-0.31209495]],[[ 0.07474032]],[[ 0.03720078]],[[-0.0221814]],[[ 0.00592578]],[[ 0.00305042]],[[-0.13229009]],[[-0.11126526]]
-0.3114,0.0747,0.0372,-0.119904119612,[[-0.31221858]],[[ 0.07478891]],[[ 0.03722793]],[[-0.02168147]],[[ 0.00587147]],[[ 0.00303336]],[[-0.13195704]],[[-0.10390424]]
-0.3114,0.0747,0.0372,-0.119904119612,[[-0.31232483]],[[ 0.07483187]],[[ 0.03725205]],[[-0.02112733]],[[ 0.00579246]],[[ 0.00300218]],[[-0.13159812]],[[-0.09689735]]
-0.3114,0.0747,0.0372,-0.119904119612,[[-0.31241529]],[[ 0.07486961]],[[ 0.03727334]],[[-0.0205325]],[[ 0.00569309]],[[ 0.00295921]],[[-0.13122054]],[[-0.0902674]]
-0.3114,0.0747,0.0372,-0.119904119612,[[-0.31249151]],[[ 0.07490258]],[[ 0.03729205]],[[-0.01990906]],[[ 0.00557739]],[[ 0.00290663]],[[-0.13083076]],[[-0.08402644]]
-0.3106,0.0733,0.0373,-0.160046692408,[[-0.31247089]],[[ 0.07478407]],[[ 0.03731889]],[[-0.0188699]],[[ 0.00475308]],[[ 0.00289614]],[[-0.13465313]],[[-0.09813094]]
-0.3106,0.0733,0.0373,-0.160046692408,[[-0.31244476]],[[ 0.07467184]],[[ 0.03734286]],[[-0.0178756]],[[ 0.00401368]],[[ 0.00287304]],[[-0.13818081]],[[-0.10991634]]
-0.3106,0.0733,0.0373,-0.160046692408,[[-0.31241423]],[[ 0.07456595]],[[ 0.03736419]],[[-0.01692841]],[[ 0.00335275]],[[ 0.00283952]],[[-0.14142777]],[[-0.11963702]]
-0.3106,0.0733,0.0373,-0.160046692408,[[-0.31238029]],[[ 0.07446633]],[[ 0.0373831]],[[-0.01602942]],[[ 0.00276379]],[[ 0.00279756]],[[-0.14440925]],[[-0.12753343]]
-0.3106,0.0733,0.0373,-0.160046692408,[[-0.31234376]],[[ 0.07437287]],[[ 0.03739981]],[[-0.01517878]],[[ 0.00224042]],[[ 0.00274887]],[[-0.14714122]],[[-0.13382898]]
-0.3063,0.0718,0.047,-0.132295957301,[[-0.31187398]],[[ 0.0741349]],[[ 0.03838769]],[[-0.01255457]],[[ 0.00114115]],[[ 0.00680353]],[[-0.14685588]],[[-0.12697421]]
-0.3063,0.0718,0.047,-0.132295957301,[[-0.31143423]],[[ 0.0739136]],[[ 0.03930316]],[[-0.0102235]],[[ 0.00018152]],[[ 0.01029808]],[[-0.14655561]],[[-0.12049998]]
-0.3063,0.0718,0.047,-0.132295957301,[[-0.31102329]],[[ 0.07370811]],[[ 0.04015034]],[[-0.00815659]],[[-0.00065346]],[[ 0.01329548]],[[-0.14624507]],[[-0.11439588]]
-0.3063,0.0718,0.047,-0.132295957301,[[-0.31063979]],[[ 0.07351752]],[[ 0.04093341]],[[-0.00632698]],[[-0.00137755]],[[ 0.0158531]],[[-0.14592816]],[[-0.10864866]]
-0.3063,0.0718,0.047,-0.132295957301,[[-0.3102823]],[[ 0.07334093]],[[ 0.04165653]],[[-0.00470993]],[[-0.00200326]],[[ 0.01802286]],[[-0.14560809]],[[-0.10324316]]
-0.3063,0.0718,0.047,-0.132295957301,[[-0.30994934]],[[ 0.07317744]],[[ 0.04232376]],[[-0.0032829]],[[-0.00254189]],[[ 0.01985145]],[[-0.14528752]],[[-0.09816296]]
-0.2986,0.0728,0.0731,-0.170344134995,[[-0.30892275]],[[ 0.07311926]],[[ 0.04536835]],[[ 0.00060417]],[[-0.00266211]],[[ 0.03029392]],[[-0.14850997]],[[-0.10638471]]
-0.2986,0.0728,0.0731,-0.170344134995,[[-0.3079693]],[[ 0.07306576]],[[ 0.04819013]],[[ 0.00400167]],[[-0.00275848]],[[ 0.03932674]],[[-0.15148119]],[[-0.11322479]]
-0.2986,0.0728,0.0731,-0.170344134995,[[-0.30708412]],[[ 0.0730166]],[[ 0.05080443]],[[ 0.00696468]],[[-0.00283413]],[[ 0.04711328]],[[-0.15421972]],[[-0.11885611]]
-0.2986,0.0728,0.0731,-0.170344134995,[[-0.30626252]],[[ 0.07297144]],[[ 0.05322587]],[[ 0.00954247]],[[-0.0028918]],[[ 0.05379925]],[[-0.156743]],[[-0.12343174]]
-0.2986,0.0728,0.0731,-0.170344134995,[[-0.30550008]],[[ 0.07292996]],[[ 0.0554683]],[[ 0.01177904]],[[-0.00293392]],[[ 0.05951432]],[[-0.15906742]],[[-0.12708693]]
-0.2986,0.0728,0.0731,-0.170344134995,[[-0.30479259]],[[ 0.07289187]],[[ 0.05754472]],[[ 0.01371354]],[[-0.00296262]],[[ 0.06437364]],[[-0.16120827]],[[-0.12994089]]
-0.2823,0.0704,0.1082,-0.139277274309,[[-0.30273813]],[[ 0.07265107]],[[ 0.06247772]],[[ 0.01986881]],[[-0.00364057]],[[ 0.07814363]],[[-0.16051532]],[[-0.12354472]]
-0.2823,0.0704,0.1082,-0.139277274309,[[-0.3008271]],[[ 0.07242729]],[[ 0.06706133]],[[ 0.0252499]],[[-0.00422938]],[[ 0.09009212]],[[-0.15984942]],[[-0.11756966]]
-0.2823,0.0704,0.1082,-0.139277274309,[[-0.29904933]],[[ 0.07221932]],[[ 0.07132066]],[[ 0.02994321]],[[-0.00473917]],[[ 0.10042603]],[[-0.15920995]],[[-0.11198435]]
-0.2823,0.0704,0.1082,-0.139277274309,[[-0.2973953]],[[ 0.07202602]],[[ 0.07527913]],[[ 0.03402557]],[[-0.00517891]],[[ 0.10932915]],[[-0.15859618]],[[-0.10675975]]
-0.2823,0.0704,0.1082,-0.139277274309,[[-0.29585614]],[[ 0.07184632]],[[ 0.07895853]],[[ 0.03756533]],[[-0.00555657]],[[ 0.11696462]],[[-0.15800729]],[[-0.101869]]
-0.258,0.068,0.1446,-0.171914931321,[[-0.29247511]],[[ 0.07148679]],[[ 0.08529785]],[[ 0.04626078]],[[-0.00643602]],[[ 0.13192205]],[[-0.16005949]],[[-0.10485923]]
-0.258,0.068,0.1446,-0.171914931321,[[-0.28932072]],[[ 0.07115157]],[[ 0.09120589]],[[ 0.05389483]],[[-0.00720418]],[[ 0.14493623]],[[-0.16196334]],[[-0.10728481]]
-0.258,0.068,0.1446,-0.171914931321,[[-0.28637705]],[[ 0.07083895]],[[ 0.09671326]],[[ 0.06058164]],[[-0.00787316]],[[ 0.15622032]],[[-0.16372981]],[[-0.10921356]]
-0.258,0.068,0.1446,-0.171914931321,[[-0.28362932]],[[ 0.07054733]],[[ 0.10184835]],[[ 0.06642292]],[[-0.00845373]],[[ 0.16596403]],[[-0.16536901]],[[-0.11070547]]
-0.258,0.068,0.1446,-0.171914931321,[[-0.2810638]],[[ 0.07027524]],[[ 0.10663747]],[[ 0.07150939]],[[-0.00895551]],[[ 0.17433625]],[[-0.16689028]],[[-0.1118136]]
-0.2185,0.0666,0.2002,-0.178547182479,[[-0.27569687]],[[ 0.06991599]],[[ 0.11528684]],[[ 0.08372083]],[[-0.00966347]],[[ 0.19246507]],[[-0.16880107]],[[-0.11389438]]
-0.2185,0.0666,0.2002,-0.178547182479,[[-0.27067253]],[[ 0.06958018]],[[ 0.12337696]],[[ 0.09450881]],[[-0.01027969]],[[ 0.20835016]],[[-0.17057946]],[[-0.11554191]]
-0.2185,0.0666,0.2002,-0.178547182479,[[-0.26596752]],[[ 0.06926619]],[[ 0.1309461]],[[ 0.10401905]],[[-0.01081387]],[[ 0.22222536]],[[-0.17223488]],[[-0.11680659]]
-0.2185,0.0666,0.2002,-0.178547182479,[[-0.26156021]],[[ 0.06897253]],[[ 0.13802978]],[[ 0.11238204]],[[-0.01127466]],[[ 0.23429983]],[[-0.17377603]],[[-0.11773323]]
-0.2185,0.0666,0.2002,-0.178547182479,[[-0.25743059]],[[ 0.06869782]],[[ 0.14466091]],[[ 0.11971465]],[[-0.01166978]],[[ 0.24476066]],[[-0.17521095]],[[-0.11836161]]
-0.2185,0.0666,0.2002,-0.178547182479,[[-0.25356008]],[[ 0.06844076]],[[ 0.15086998]],[[ 0.12612161]],[[-0.01200617]],[[ 0.25377533]],[[-0.17654708]],[[-0.11872711]]
-0.2028,0.0637,0.1989,-0.248011286708,[[-0.24883173]],[[ 0.06799704]],[[ 0.15659423]],[[ 0.13428659]],[[-0.01276836]],[[ 0.26127942]],[[-0.18265688]],[[-0.13031951]]
-0.2028,0.0637,0.1989,-0.248011286708,[[-0.2443936]],[[ 0.06758058]],[[ 0.16195625]],[[ 0.14145083]],[[-0.01343677]],[[ 0.26764275]],[[-0.18839642]],[[-0.1405878]]
-0.2028,0.0637,0.1989,-0.248011286708,[[-0.24022677]],[[ 0.06718959]],[[ 0.16698004]],[[ 0.14771343]],[[-0.01402068]],[[ 0.27298389]],[[-0.19378969]],[[-0.14966066]]
-0.2028,0.0637,0.1989,-0.248011286708,[[-0.23631366]],[[ 0.06682243]],[[ 0.17168783]],[[ 0.15316351]],[[-0.01452846]],[[ 0.27740921]],[[-0.19885899]],[[-0.15765394]]
-0.2028,0.0637,0.1989,-0.248011286708,[[-0.23263792]],[[ 0.06647755]],[[ 0.17610027]],[[ 0.15788129]],[[-0.01496763]],[[ 0.28101416]],[[-0.20362504]],[[-0.164672]]
-0.15,0.0613,0.2556,-0.137008346282,[[-0.22568165]],[[ 0.06599433]],[[ 0.183998]],[[ 0.16952047]],[[-0.01568957]],[[ 0.29202593]],[[-0.20074316]],[[-0.15487014]]
-0.15,0.0613,0.2556,-0.137008346282,[[-0.21912861]],[[ 0.06553951]],[[ 0.19142779]],[[ 0.17986536]],[[-0.016324]],[[ 0.30162911]],[[-0.19800545]],[[-0.1457421]]
-0.15,0.0613,0.2556,-0.137008346282,[[-0.21295382]],[[ 0.06511133]],[[ 0.19841893]],[[ 0.18903593]],[[-0.0168792]],[[ 0.30995875]],[[-0.19540362]],[[-0.13723559]]
-0.15,0.0613,0.2556,-0.137008346282,[[-0.20713402]],[[ 0.06470814]],[[ 0.20499867]],[[ 0.19714073]],[[-0.01736267]],[[ 0.31713684]],[[-0.19292992]],[[-0.12930278]]
-0.15,0.0613,0.2556,-0.137008346282,[[-0.20164752]],[[ 0.0643284]],[[ 0.21119239]],[[ 0.20427803]],[[-0.01778117]],[[ 0.32327365]],[[-0.19057709]],[[-0.12189998]]
-0.15,0.0613,0.2556,-0.137008346282,[[-0.1964741]],[[ 0.06397069]],[[ 0.21702374]],[[ 0.21053689]],[[-0.01814084]],[[ 0.32846887]],[[-0.18833835]],[[-0.11498716]]
-0.0841,0.058,0.3305,-0.304559954473,[[-0.18747503]],[[ 0.06342735]],[[ 0.22719731]],[[ 0.22410931]],[[-0.01885342]],[[ 0.34203179]],[[-0.19668219]],[[-0.12915076]]
-0.0841,0.058,0.3305,-0.304559954473,[[-0.17896982]],[[ 0.06291433]],[[ 0.23680423]],[[ 0.2362567]],[[-0.01948266]],[[ 0.35402886]],[[-0.20457553]],[[-0.14195304]]
-0.0841,0.058,0.3305,-0.304559954473,[[-0.17092954]],[[ 0.06242984]],[[ 0.24587788]],[[ 0.2471032]],[[-0.02003602]],[[ 0.36459961]],[[-0.21204456]],[[-0.1535098]]
-0.0841,0.058,0.3305,-0.304559954473,[[-0.16332717]],[[ 0.06197221]],[[ 0.25444947]],[[ 0.25676177]],[[-0.02052027]],[[ 0.37387091]],[[-0.21911379]],[[-0.16392652]]
-0.0841,0.058,0.3305,-0.304559954473,[[-0.15613743]],[[ 0.06153988]],[[ 0.26254817]],[[ 0.26533533]],[[-0.02094157]],[[ 0.38195823]],[[-0.22580612]],[[-0.17329944]]
-0.0841,0.058,0.3305,-0.304559954473,[[-0.14933666]],[[ 0.06113138]],[[ 0.27020124]],[[ 0.27291767]],[[-0.02130553]],[[ 0.38896665]],[[-0.23214301]],[[-0.18171634]]
-0.0168,0.0519,0.3657,0.238411975822,[[-0.13891394]],[[ 0.06038382]],[[ 0.27952047]],[[ 0.28678295]],[[-0.02226881]],[[ 0.3987518]],[[-0.20596322]],[[-0.13126032]]
-0.0168,0.0519,0.3657,0.238411975822,[[-0.12903728]],[[ 0.05967558]],[[ 0.28833892]],[[ 0.29923643]],[[-0.02313157]],[[ 0.40733553]],[[-0.18108]],[[-0.08471484]]
-0.0168,0.0519,0.3657,0.238411975822,[[-0.11967634]],[[ 0.05900446]],[[ 0.29668468]],[[ 0.3103947]],[[-0.02390214]],[[ 0.41482114]],[[-0.15742292]],[[-0.04178143]]
-0.0168,0.0519,0.3657,0.238411975822,[[-0.11080267]],[[ 0.05836842]],[[ 0.30458408]],[[ 0.32036443]],[[-0.02458816]],[[ 0.42130296]],[[-0.13492589]],[[-0.002186]]
-0.0168,0.0519,0.3657,0.238411975822,[[-0.10238957]],[[ 0.05776553]],[[ 0.31206182]],[[ 0.32924329]],[[-0.02519664]],[[ 0.42686726]],[[-0.11352683]],[[ 0.03432331]]
0.0493,0.046,0.4035,-0.572118928804,[[-0.09064895]],[[ 0.0568581]],[[ 0.32129303]],[[ 0.34344789]],[[-0.02629872]],[[ 0.43521114]],[[-0.13931062]],[[-0.00960606]]
0.0493,0.046,0.4035,-0.572118928804,[[-0.07950179]],[[ 0.05599652]],[[ 0.33004371]],[[ 0.35624262]],[[-0.02729174]],[[ 0.44250804]],[[-0.16385368]],[[-0.05016174]]
0.0493,0.046,0.4035,-0.572118928804,[[-0.06891649]],[[ 0.05517834]],[[ 0.33833976]],[[ 0.36773902]],[[-0.02818432]],[[ 0.44884479]],[[-0.18722089]],[[-0.08759255]]
0.0493,0.046,0.4035,-0.572118928804,[[-0.05886332]],[[ 0.05440128]],[[ 0.34620548]],[[ 0.37803956]],[[-0.02898439]],[[ 0.45430102]],[[-0.20947328]],[[-0.12212781]]
0.0493,0.046,0.4035,-0.572118928804,[[-0.0493143]],[[ 0.05366316]],[[ 0.35366375]],[[ 0.38723848]],[[-0.02969922]],[[ 0.45894984]],[[-0.23066832]],[[-0.15397892]]
0.0493,0.046,0.4035,-0.572118928804,[[-0.04024311]],[[ 0.05296197]],[[ 0.36073609]],[[ 0.39542243]],[[-0.03033552]],[[ 0.46285832]],[[-0.25086016]],[[-0.18334095]]
0.0493,0.046,0.4035,-0.572118928804,[[-0.03162495]],[[ 0.05229577]],[[ 0.36744276]],[[ 0.40267119]],[[-0.03089946]],[[ 0.4660881]],[[-0.2700998]],[[-0.21039395]]
0.0493,0.046,0.4035,-0.572118928804,[[-0.02343645]],[[ 0.05166276]],[[ 0.37380283]],[[ 0.40905818]],[[-0.0313967]],[[ 0.46869581]],[[-0.28843537]],[[-0.23530423]]
0.0493,0.046,0.4035,-0.572118928804,[[-0.01565559]],[[ 0.05106125]],[[ 0.3798343]],[[ 0.41465107]],[[-0.0318325]],[[ 0.47073351]],[[-0.30591224]],[[-0.25822547]]
0.0493,0.046,0.4035,-0.572118928804,[[-0.0082616]],[[ 0.05048964]],[[ 0.38555409]],[[ 0.41951218]],[[-0.03221165]],[[ 0.47224905]],[[-0.32257323]],[[-0.27929978]]
0.0493,0.046,0.4035,-0.572118928804,[[-0.00123488]],[[ 0.04994639]],[[ 0.39097821]],[[ 0.42369902]],[[-0.03253861]],[[ 0.47328649]],[[-0.33845877]],[[-0.29865862]]
0.0493,0.046,0.4035,-0.572118928804,[[ 0.00544305]],[[ 0.0494301]],[[ 0.39612173]],[[ 0.4272646]],[[-0.03281748]],[[ 0.47388634]],[[-0.35360706]],[[-0.31642368]]
0.0493,0.046,0.4035,-0.572118928804,[[ 0.01178967]],[[ 0.0489394]],[[ 0.40099888]],[[ 0.43025785]],[[-0.03305203]],[[ 0.47408593]],[[-0.36805417]],[[-0.33270764]]
0.0493,0.046,0.4035,-0.572118928804,[[ 0.01782147]],[[ 0.04847303]],[[ 0.40562311]],[[ 0.43272394]],[[-0.03324578]],[[ 0.4739196]],[[-0.38183423]],[[-0.34761491]]
0.0493,0.046,0.4035,-0.572118928804,[[ 0.02355404]],[[ 0.04802978]],[[ 0.41000712]],[[ 0.43470457]],[[-0.03340193]],[[ 0.473419]],[[-0.39497949]],[[-0.36124226]]
0.0819,0.0395,0.4048,1.21230569844,[[ 0.03067952]],[[ 0.04727406]],[[ 0.41422979]],[[ 0.43857483]],[[-0.03398934]],[[ 0.47270648]],[[-0.3157056]],[[-0.24578461]]
0.0819,0.0395,0.4048,1.21230569844,[[ 0.03746109]],[[ 0.04655387]],[[ 0.41823267]],[[ 0.44187363]],[[-0.03451297]],[[ 0.47170935]],[[-0.2398728]],[[-0.13798617]]
0.0819,0.0395,0.4048,1.21230569844,[[ 0.04391536]],[[ 0.04586752]],[[ 0.42202661]],[[ 0.44464434]],[[-0.03497743]],[[ 0.47045279]],[[-0.16732062]],[[-0.03735212]]
0.0819,0.0395,0.4048,1.21230569844,[[ 0.05005809]],[[ 0.04521338]],[[ 0.42562191]],[[ 0.44692714]],[[-0.03538703]],[[ 0.46896003]],[[-0.09789698]],[[ 0.05657825]]
0.0819,0.0395,0.4048,1.21230569844,[[ 0.05590418]],[[ 0.04458993]],[[ 0.42902831]],[[ 0.44875923]],[[-0.03574575]],[[ 0.46725251]],[[-0.03145767]],[[ 0.14423405]]
0.0819,0.0395,0.4048,1.21230569844,[[ 0.06146776]],[[ 0.04399572]],[[ 0.43225502]],[[ 0.4501751]],[[-0.03605729]],[[ 0.46534999]],[[ 0.03213411]],[[ 0.22601521]]
0.1171,0.0332,0.4088,2.69897715528,[[ 0.06851381]],[[ 0.04311589]],[[ 0.43550981]],[[ 0.45348621]],[[-0.03673305]],[[ 0.46352973]],[[ 0.16698618]],[[ 0.39856868]]
0.1171,0.0332,0.4088,2.69897715528,[[ 0.07522925]],[[ 0.0422759]],[[ 0.4385935]],[[ 0.45629302]],[[-0.03734145]],[[ 0.46153252]],[[ 0.29611025]],[[ 0.55964489]]
0.1171,0.0332,0.4088,2.69897715528,[[ 0.08162946]],[[ 0.04147391]],[[ 0.44151431]],[[ 0.45863237]],[[-0.03788713]],[[ 0.45937496]],[[ 0.41976428]],[[ 0.70996326]]
0.1171,0.0332,0.4088,2.69897715528,[[ 0.08772906]],[[ 0.0407082]],[[ 0.44428003]],[[ 0.46053851]],[[-0.0383744]],[[ 0.45707235]],[[ 0.53819332]],[[ 0.85019545]]
0.1171,0.0332,0.4088,2.69897715528,[[ 0.09354189]],[[ 0.0399771]],[[ 0.44689807]],[[ 0.46204327]],[[-0.03880729]],[[ 0.45463885]],[[ 0.65163023]],[[ 0.98096887]]
0.1708,0.0212,0.4207,3.31088959103,[[ 0.10168653]],[[ 0.03869684]],[[ 0.44995281]],[[ 0.46638901]],[[-0.03990746]],[[ 0.45279948]],[[ 0.78998487]],[[ 1.13947904]]
0.1708,0.0212,0.4207,3.31088959103,[[ 0.10946238]],[[ 0.03747219]],[[ 0.45284969]],[[ 0.47018635]],[[-0.04091485]],[[ 0.45080913]],[[ 0.9225519]],[[ 1.28733839]]
0.1708,0.0212,0.4207,3.31088959103,[[ 0.11688604]],[[ 0.0363007]],[[ 0.45559609]],[[ 0.47347324]],[[-0.04183547]],[[ 0.44868167]],[[ 1.04958513]],[[ 1.42519983]]
0.1708,0.0212,0.4207,3.31088959103,[[ 0.12397329]],[[ 0.03518001]],[[ 0.458199]],[[ 0.47628505]],[[-0.04267493]],[[ 0.44642997]],[[ 1.1713261]],[[ 1.55367425]]
0.1708,0.0212,0.4207,3.31088959103,[[ 0.13073914]],[[ 0.03410788]],[[ 0.46066509]],[[ 0.47865476]],[[-0.04343847]],[[ 0.44406592]],[[ 1.28800469]],[[ 1.67333349]]
0.4599,0.002,0.4802,2.606300172,[[ 0.15090267]],[[ 0.03217201]],[[ 0.4658213]],[[ 0.49666369]],[[-0.04519695]],[[ 0.44490394]],[[ 1.36643868]],[[ 1.74559488]]
0.4599,0.002,0.4802,2.606300172,[[ 0.17021856]],[[ 0.03031735]],[[ 0.47073898]],[[ 0.51330108]],[[-0.04682331]],[[ 0.44544732]],[[ 1.44158817]],[[ 1.81248827]]