x,y,z,yaw,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk,pitch,roll,yaw,thrust,xd,yd,zd
-0.0971,0.0137,0.1676,0.056897733615,[[-0.09588018]],[[ 0.01313874]],[[ 0.15980604]],[[-0.01668387]],[[ 0.01018561]],[[ 0.49255965]],[[ 0.]],[[ 0.]],[[ 1.12564051]],[[ 0.23324345]],[[-0.]],[[ 74.54689974]],[[ 0.09588018]],[[-0.01313874]],[[ 0.24019396]]
-0.0999,0.0135,0.1985,0.0780162175641,[[-0.09713135]],[[ 0.0133136]],[[ 0.17010201]],[[-0.01829279]],[[ 0.01029393]],[[ 0.52352713]],[[ 0.]],[[ 0.]],[[ 1.15424142]],[[ 0.23607528]],[[-0.]],[[ 73.8772637]],[[ 0.09713135]],[[-0.0133136]],[[ 0.22989799]]
-0.0999,0.0135,0.1985,0.0780162175641,[[-0.09804154]],[[ 0.01344001]],[[ 0.17902098]],[[-0.01935678]],[[ 0.01032828]],[[ 0.54476867]],[[ 0.]],[[ 0.]],[[ 1.17398318]],[[ 0.23768287]],[[-0.]],[[ 73.32510755]],[[ 0.09804154]],[[-0.01344001]],[[ 0.22097902]]
-0.0999,0.0135,0.1985,0.0780162175641,[[-0.09870311]],[[ 0.01353112]],[[ 0.18670015]],[[-0.02003201]],[[ 0.01031072]],[[ 0.55763621]],[[ 0.]],[[ 0.]],[[ 1.18735123]],[[ 0.23841841]],[[-0.]],[[ 72.87681141]],[[ 0.09870311]],[[-0.01353112]],[[ 0.21329985]]
-0.0999,0.0135,0.1985,0.0780162175641,[[-0.09918342]],[[ 0.01359652]],[[ 0.19326627]],[[-0.02043047]],[[ 0.01025705]],[[ 0.5633435]],[[ 0.]],[[ 0.]],[[ 1.19613887]],[[ 0.23853566]],[[-0.]],[[ 72.519969]],[[ 0.09918342]],[[-0.01359652]],[[ 0.20673373]]
-0.0999,0.0135,0.1985,0.0780162175641,[[-0.09953157]],[[ 0.01364319]],[[ 0.19883614]],[[-0.02063245]],[[ 0.01017855]],[[ 0.56297695]],[[ 0.]],[[ 0.]],[[ 1.20164013]],[[ 0.23821739]],[[-0.]],[[ 72.24330838]],[[ 0.09953157]],[[-0.01364319]],[[ 0.20116386]]
-0.0999,0.0135,0.1985,0.0780162175641,[[-0.09978339]],[[ 0.01367622]],[[ 0.20351711]],[[-0.02069548]],[[ 0.01008329]],[[ 0.55750587]],[[ 0.]],[[ 0.]],[[ 1.2047887]],[[ 0.23759514]],[[-0.]],[[ 72.03661489]],[[ 0.09978339]],[[-0.01367622]],[[ 0.19648289]]
-0.0999,0.0135,0.1985,0.0780162175641,[[-0.099965]],[[ 0.01369934]],[[ 0.20740764]],[[-0.02066083]],[[ 0.00997702]],[[ 0.54779225]],[[ 0.]],[[ 0.]],[[ 1.20625828]],[[ 0.23676353]],[[-0.]],[[ 71.89065673]],[[ 0.099965]],[[-0.01369934]],[[ 0.19259236]]
-0.0999,0.0135,0.1985,0.0780162175641,[[-0.10009546]],[[ 0.01371525]],[[ 0.21059775]],[[-0.02055803]],[[ 0.00986381]],[[ 0.53459989]],[[ 0.]],[[ 0.]],[[ 1.20653483]],[[ 0.23579052]],[[-0.]],[[ 71.79711326]],[[ 0.10009546]],[[-0.01371525]],[[ 0.18940225]]
-0.0999,0.0135,0.1985,0.0780162175641,[[-0.10018865]],[[ 0.01372592]],[[ 0.21316957]],[[-0.02040823]],[[ 0.00974656]],[[ 0.51860302]],[[ 0.]],[[ 0.]],[[ 1.20596879]],[[ 0.23472484]],[[-0.]],[[ 71.74850649]],[[ 0.10018865]],[[-0.01372592]],[[ 0.18683043]]
-0.1128,0.0124,0.243,0.0979129710369,[[-0.10386808]],[[ 0.01342469]],[[ 0.22227493]],[[-0.02498272]],[[ 0.00922177]],[[ 0.54120326]],[[ 0.]],[[ 0.]],[[ 1.28850805]],[[ 0.22646455]],[[-0.]],[[ 71.18023694]],[[ 0.10386808]],[[-0.01342469]],[[ 0.17772507]]
-0.1128,0.0124,0.243,0.0979129710369,[[-0.10654871]],[[ 0.0132042]],[[ 0.23012228]],[[-0.02814295]],[[ 0.00881522]],[[ 0.55524612]],[[ 0.]],[[ 0.]],[[ 1.34691659]],[[ 0.22019415]],[[-0.]],[[ 70.71765521]],[[ 0.10654871]],[[-0.0132042]],[[ 0.16987772]]
-0.1128,0.0124,0.243,0.0979129710369,[[-0.10850084]],[[ 0.01304262]],[[ 0.23683972]],[[-0.03028862]],[[ 0.00849449]],[[ 0.56196376]],[[ 0.]],[[ 0.]],[[ 1.38789456]],[[ 0.21537114]],[[-0.]],[[ 70.34819519]],[[ 0.10850084]],[[-0.01304262]],[[ 0.16316028]]
-0.1128,0.0124,0.243,0.0979129710369,[[-0.10992162]],[[ 0.01292404]],[[ 0.24254534]],[[-0.03170714]],[[ 0.00823624]],[[ 0.56245955]],[[ 0.]],[[ 0.]],[[ 1.41628764]],[[ 0.21160276]],[[-0.]],[[ 70.06043527]],[[ 0.10992162]],[[-0.01292404]],[[ 0.15745466]]
-0.1128,0.0124,0.243,0.0979129710369,[[-0.11095488]],[[ 0.01283684]],[[ 0.24734773]],[[-0.03260519]],[[ 0.00802362]],[[ 0.55771847]],[[ 0.]],[[ 0.]],[[ 1.4356007]],[[ 0.2086046]],[[-0.]],[[ 69.84402106]],[[ 0.11095488]],[[-0.01283684]],[[ 0.15265227]]
-0.1128,0.0124,0.243,0.0979129710369,[[-0.11170552]],[[ 0.01277255]],[[ 0.2513465]],[[-0.03313138]],[[ 0.00784451]],[[ 0.54861683]],[[ 0.]],[[ 0.]],[[ 1.44836899]],[[ 0.2061706]],[[-0.]],[[ 69.68959062]],[[ 0.11170552]],[[-0.01277255]],[[ 0.1486535]]
-0.122,0.0132,0.2785,0.0909316540289,[[-0.11482046]],[[ 0.01294851]],[[ 0.26027854]],[[-0.03654148]],[[ 0.00796396]],[[ 0.56848681]],[[ 0.]],[[ 0.]],[[ 1.51361936]],[[ 0.20912466]],[[-0.]],[[ 69.14363882]],[[ 0.11482046]],[[-0.01294851]],[[ 0.13972146]]
-0.122,0.0132,0.2785,0.0909316540289,[[-0.11708895]],[[ 0.01307614]],[[ 0.26795717]],[[-0.03884636]],[[ 0.00802209]],[[ 0.57998346]],[[ 0.]],[[ 0.]],[[ 1.55935308]],[[ 0.21098232]],[[-0.]],[[ 68.70222422]],[[ 0.11708895]],[[-0.01307614]],[[ 0.13204283]]
-0.122,0.0132,0.2785,0.0909316540289,[[-0.11874002]],[[ 0.01316855]],[[ 0.27451131]],[[-0.04035841]],[[ 0.00803668]],[[ 0.584333]],[[ 0.]],[[ 0.]],[[ 1.59098422]],[[ 0.21205225]],[[-0.]],[[ 68.35276959]],[[ 0.11874002]],[[-0.01316855]],[[ 0.12548869]]
-0.122,0.0132,0.2785,0.0909316540289,[[-0.11994075]],[[ 0.01323526]],[[ 0.28005969]],[[-0.04130247]],[[ 0.00802051]],[[ 0.58263221]],[[ 0.]],[[ 0.]],[[ 1.61243218]],[[ 0.21255776]],[[-0.]],[[ 68.08385466]],[[ 0.11994075]],[[-0.01323526]],[[ 0.11994031]]
-0.122,0.0132,0.2785,0.0909316540289,[[-0.12081303]],[[ 0.01328325]],[[ 0.28471137]],[[-0.04184042]],[[ 0.00798278]],[[ 0.57585891]],[[ 0.]],[[ 0.]],[[ 1.62653446]],[[ 0.21266036]],[[-0.]],[[ 67.8851368]],[[ 0.12081303]],[[-0.01328325]],[[ 0.11528863]]
-0.122,0.0132,0.2785,0.0909316540289,[[-0.12144577]],[[ 0.0133176]],[[ 0.28856632]],[[-0.04208877]],[[ 0.00793008]],[[ 0.56488192]],[[ 0.]],[[ 0.]],[[ 1.63534537]],[[ 0.21247687]],[[-0.]],[[ 67.74727449]],[[ 0.12144577]],[[-0.0133176]],[[ 0.11143368]]
-0.1395,0.0221,0.3285,0.109257611175,[[-0.12678246]],[[ 0.01582314]],[[ 0.29966763]],[[-0.04772403]],[[ 0.01071142]],[[ 0.59632266]],[[ 0.]],[[ 0.]],[[ 1.7450649]],[[ 0.2653456]],[[-0.]],[[ 67.03500511]],[[ 0.12678246]],[[-0.01582314]],[[ 0.10033237]]
-0.1395,0.0221,0.3285,0.109257611175,[[-0.13067089]],[[ 0.01764967]],[[ 0.30926785]],[[-0.05159328]],[[ 0.01266172]],[[ 0.61729466]],[[ 0.]],[[ 0.]],[[ 1.82264167]],[[ 0.30311389]],[[-0.]],[[ 66.45013404]],[[ 0.13067089]],[[-0.01764967]],[[ 0.09073215]]
-0.1395,0.0221,0.3285,0.109257611175,[[-0.13350282]],[[ 0.01898085]],[[ 0.31751767]],[[-0.05419293]],[[ 0.0140138]],[[ 0.62927052]],[[ 0.]],[[ 0.]],[[ 1.87695752]],[[ 0.32994652]],[[-0.]],[[ 65.97776395]],[[ 0.13350282]],[[-0.01898085]],[[ 0.08248233]]
-0.1395,0.0221,0.3285,0.109257611175,[[-0.13556406]],[[ 0.01995065]],[[ 0.32455619]],[[-0.05588079]],[[ 0.01493551]],[[ 0.63357111]],[[ 0.]],[[ 0.]],[[ 1.91444848]],[[ 0.34886166]],[[-0.]],[[ 65.60433502]],[[ 0.13556406]],[[-0.01995065]],[[ 0.07544381]]
-0.1395,0.0221,0.3285,0.109257611175,[[-0.13706312]],[[ 0.02065684]],[[ 0.3305115]],[[-0.05691474]],[[ 0.01554783]],[[ 0.63137763]],[[ 0.]],[[ 0.]],[[ 1.93977853]],[[ 0.36204671]],[[-0.]],[[ 65.31753663]],[[ 0.13706312]],[[-0.02065684]],[[ 0.0694885]]
-0.1395,0.0221,0.3285,0.109257611175,[[-0.13815211]],[[ 0.02117072]],[[ 0.33550127]],[[-0.05748065]],[[ 0.01593799]],[[ 0.62374299]],[[ 0.]],[[ 0.]],[[ 1.95632763]],[[ 0.37108712]],[[-0.]],[[ 65.10622152]],[[ 0.13815211]],[[-0.02117072]],[[ 0.06449873]]
-0.1395,0.0221,0.3285,0.109257611175,[[-0.13894203]],[[ 0.02154432]],[[ 0.33963328]],[[-0.0577125]],[[ 0.01616888]],[[ 0.61160254]],[[ 0.]],[[ 0.]],[[ 1.96654523]],[[ 0.37713207]],[[-0.]],[[ 64.96032304]],[[ 0.13894203]],[[-0.02154432]],[[ 0.06036672]]
-0.1495,0.022,0.3855,0.10908307825,[[-0.14229548]],[[ 0.02178779]],[[ 0.35207106]],[[-0.06067551]],[[ 0.01625616]],[[ 0.64805561]],[[ 0.]],[[ 0.]],[[ 2.02970983]],[[ 0.3804395]],[[-0.]],[[ 64.15616912]],[[ 0.14229548]],[[-0.02178779]],[[ 0.04792894]]
-0.1495,0.022,0.3855,0.10908307825,[[-0.14473698]],[[ 0.02196416]],[[ 0.36283735]],[[-0.06261463]],[[ 0.01627075]],[[ 0.67276842]],[[ 0.]],[[ 0.]],[[ 2.07351609]],[[ 0.38234911]],[[-0.]],[[ 63.49429061]],[[ 0.14473698]],[[-0.02196416]],[[ 0.03716265]]
-0.1495,0.022,0.3855,0.10908307825,[[-0.1465132]],[[ 0.0220916]],[[ 0.37209925]],[[-0.0638185]],[[ 0.01623384]],[[ 0.68738145]],[[ 0.]],[[ 0.]],[[ 2.10331702]],[[ 0.3832543]],[[-0.]],[[ 62.95813043]],[[ 0.1465132]],[[-0.0220916]],[[ 0.02790075]]
-0.1495,0.022,0.3855,0.10908307825,[[-0.14780414]],[[ 0.02218336]],[[ 0.38001107]],[[-0.0644953]],[[ 0.01616066]],[[ 0.69336693]],[[ 0.]],[[ 0.]],[[ 2.1229944]],[[ 0.38344017]],[[-0.]],[[ 62.53261178]],[[ 0.14780414]],[[-0.02218336]],[[ 0.01998893]]
-0.1495,0.022,0.3855,0.10908307825,[[-0.14874109]],[[ 0.02224911]],[[ 0.38671498]],[[-0.06479522]],[[ 0.01606221]],[[ 0.69204204]],[[ 0.]],[[ 0.]],[[ 2.13536316]],[[ 0.38311322]],[[-0.]],[[ 62.20404095]],[[ 0.14874109]],[[-0.02224911]],[[ 0.01328502]]
-0.1638,0.0261,0.449,0.10908307825,[[-0.15339215]],[[ 0.02343482]],[[ 0.4024403]],[[-0.06886884]],[[ 0.01710535]],[[ 0.7428137]],[[ 0.]],[[ 0.]],[[ 2.22260988]],[[ 0.40540178]],[[-0.]],[[ 61.16391662]],[[ 0.15339215]],[[-0.02343482]],[[-0.0024403]]
-0.1638,0.0261,0.449,0.10908307825,[[-0.15677994]],[[ 0.02429852]],[[ 0.41609172]],[[-0.07159033]],[[ 0.01780374]],[[ 0.77869898]],[[ 0.]],[[ 0.]],[[ 2.28370272]],[[ 0.42102259]],[[-0.]],[[ 60.30191928]],[[ 0.15677994]],[[-0.02429852]],[[-0.01609172]]
-0.1638,0.0261,0.449,0.10908307825,[[-0.15924613]],[[ 0.02492729]],[[ 0.42787387]],[[-0.07333913]],[[ 0.01825409]],[[ 0.80173625]],[[ 0.]],[[ 0.]],[[ 2.32585257]],[[ 0.43181378]],[[-0.]],60,[[ 0.15924613]],[[-0.02492729]],[[-0.02787387]]
-0.1638,0.0261,0.449,0.10908307825,[[-0.16103997]],[[ 0.02538467]],[[ 0.43797598]],[[-0.07438918]],[[ 0.01852624]],[[ 0.81375754]],[[ 0.]],[[ 0.]],[[ 2.35429157]],[[ 0.43910908]],[[-0.]],60,[[ 0.16103997]],[[-0.02538467]],[[-0.03797598]]
-0.1638,0.0261,0.449,0.10908307825,[[-0.16234335]],[[ 0.02571703]],[[ 0.4465726]],[[-0.07493827]],[[ 0.0186706]],[[ 0.81640453]],[[ 0.]],[[ 0.]],[[ 2.37281619]],[[ 0.44387627]],[[-0.]],60,[[ 0.16234335]],[[-0.02571703]],[[-0.0465726]]
-0.1638,0.0261,0.449,0.10908307825,[[-0.16328895]],[[ 0.02595819]],[[ 0.45382432]],[[-0.07512916]],[[ 0.01872357]],[[ 0.81114379]],[[ 0.]],[[ 0.]],[[ 2.38418111]],[[ 0.44681754]],[[-0.]],60,[[ 0.16328895]],[[-0.02595819]],[[-0.05382432]]
-0.1699,0.0293,0.4494,0.149400183971,[[-0.16566557]],[[ 0.02702041]],[[ 0.45994214]],[[-0.07669657]],[[ 0.01956738]],[[ 0.79964798]],[[ 0.]],[[ 0.]],[[ 2.42362144]],[[ 0.46587791]],[[-0.]],60,[[ 0.16566557]],[[-0.02702041]],[[-0.05994214]]
-0.1699,0.0293,0.4494,0.149400183971,[[-0.16739409]],[[ 0.02779397]],[[ 0.46499033]],[[-0.0776159]],[[ 0.02011989]],[[ 0.7826473]],[[ 0.]],[[ 0.]],[[ 2.45009992]],[[ 0.47913858]],[[-0.]],60,[[ 0.16739409]],[[-0.02779397]],[[-0.06499033]]
-0.1699,0.0293,0.4494,0.149400183971,[[-0.16864982]],[[ 0.02835693]],[[ 0.46909272]],[[-0.07807051]],[[ 0.02046282]],[[ 0.76117312]],[[ 0.]],[[ 0.]],[[ 2.46720324]],[[ 0.48819748]],[[-0.]],60,[[ 0.16864982]],[[-0.02835693]],[[-0.06909272]]
-0.1699,0.0293,0.4494,0.149400183971,[[-0.16956065]],[[ 0.02876624]],[[ 0.47236209]],[[-0.07819283]],[[ 0.02065522]],[[ 0.7361338]],[[ 0.]],[[ 0.]],[[ 2.47753484]],[[ 0.49421463]],[[-0.]],60,[[ 0.16956065]],[[-0.02876624]],[[-0.07236209]]
-0.1746,0.0287,0.4873,0.105766952671,[[-0.17152242]],[[ 0.0288972]],[[ 0.48092837]],[[-0.07929264]],[[ 0.02058475]],[[ 0.74308183]],[[ 0.]],[[ 0.]],[[ 2.50815051]],[[ 0.49481948]],[[-0.]],60,[[ 0.17152242]],[[-0.0288972]],[[-0.08092837]]
-0.1746,0.0287,0.4873,0.105766952671,[[-0.17294834]],[[ 0.02899137]],[[ 0.48819074]],[[-0.07987784]],[[ 0.02048151]],[[ 0.74211052]],[[ 0.]],[[ 0.]],[[ 2.5282618]],[[ 0.49472888]],[[-0.]],60,[[ 0.17294834]],[[-0.02899137]],[[-0.08819074]]
-0.1746,0.0287,0.4873,0.105766952671,[[-0.17398337]],[[ 0.02905874]],[[ 0.49428997]],[[-0.08009447]],[[ 0.02035548]],[[ 0.73448821]],[[ 0.]],[[ 0.]],[[ 2.54077848]],[[ 0.49414221]],[[-0.]],60,[[ 0.17398337]],[[-0.02905874]],[[-0.09428997]]
-0.1746,0.0287,0.4873,0.105766952671,[[-0.17473327]],[[ 0.02910657]],[[ 0.49935511]],[[-0.08004804]],[[ 0.02021384]],[[ 0.72134255]],[[ 0.]],[[ 0.]],[[ 2.54781316]],[[ 0.49320403]],[[-0.]],60,[[ 0.17473327]],[[-0.02910657]],[[-0.09935511]]
-0.1746,0.0287,0.4873,0.105766952671,[[-0.1752752]],[[ 0.02914016]],[[ 0.50350417]],[[-0.07981475]],[[ 0.02006176]],[[ 0.70367251]],[[ 0.]],[[ 0.]],[[ 2.55089955]],[[ 0.49201914]],[[-0.]],60,[[ 0.1752752]],[[-0.02914016]],[[-0.10350417]]
-0.1746,0.0287,0.4873,0.105766952671,[[-0.17566547]],[[ 0.02916338]],[[ 0.50684478]],[[-0.07944963]],[[ 0.01990296]],[[ 0.68235964]],[[ 0.]],[[ 0.]],[[ 2.551151]],[[ 0.49066343]],[[-0.]],60,[[ 0.17566547]],[[-0.02916338]],[[-0.10684478]]
-0.1814,0.0283,0.4879,0.130550628049,[[-0.1778273]],[[ 0.02906835]],[[ 0.50957031]],[[-0.08066404]],[[ 0.01964179]],[[ 0.65872896]],[[ 0.]],[[ 0.]],[[ 2.5849134]],[[ 0.48710139]],[[-0.]],60,[[ 0.1778273]],[[-0.02906835]],[[-0.10957031]]
-0.1814,0.0283,0.4879,0.130550628049,[[-0.1793994]],[[ 0.02899779]],[[ 0.51166366]],[[-0.08133862]],[[ 0.0194065]],[[ 0.63281557]],[[ 0.]],[[ 0.]],[[ 2.60738025]],[[ 0.48404286]],[[-0.]],60,[[ 0.1793994]],[[-0.02899779]],[[-0.11166366]]
-0.1814,0.0283,0.4879,0.130550628049,[[-0.18054127]],[[ 0.02894509]],[[ 0.51320617]],[[-0.08162588]],[[ 0.01919071]],[[ 0.60522013]],[[ 0.]],[[ 0.]],[[ 2.62167152]],[[ 0.48135798]],[[-0.]],60,[[ 0.18054127]],[[-0.02894509]],[[-0.11320617]]
-0.1814,0.0283,0.4879,0.130550628049,[[-0.18136928]],[[ 0.02890546]],[[ 0.5142713]],[[-0.08163608]],[[ 0.01898976]],[[ 0.5764632]],[[ 0.]],[[ 0.]],[[ 2.63005357]],[[ 0.4789522]],[[-0.]],60,[[ 0.18136928]],[[-0.02890546]],[[-0.1142713]]
-0.1814,0.0283,0.4879,0.130550628049,[[-0.18196834]],[[ 0.02887538]],[[ 0.5149252]],[[-0.08144892]],[[ 0.01880028]],[[ 0.54699322]],[[ 0.]],[[ 0.]],[[ 2.63417264]],[[ 0.47675659]],[[-0.]],60,[[ 0.18196834]],[[-0.02887538]],[[-0.1149252]]
-0.1814,0.0283,0.4879,0.130550628049,[[-0.18240044]],[[ 0.02885228]],[[ 0.51522727]],[[-0.081122]],[[ 0.01861981]],[[ 0.51719383]],[[ 0.]],[[ 0.]],[[ 2.63522436]],[[ 0.47472091]],[[-0.]],60,[[ 0.18240044]],[[-0.02885228]],[[-0.11522727]]
-0.191,0.0337,0.5169,0.127583568321,[[-0.18536501]],[[ 0.03032731]],[[ 0.51984272]],[[-0.08294936]],[[ 0.01971353]],[[ 0.51398491]],[[ 0.]],[[ 0.]],[[ 2.68314364]],[[ 0.50040845]],[[-0.]],60,[[ 0.18536501]],[[-0.03032731]],[[-0.11984272]]
-0.191,0.0337,0.5169,0.127583568321,[[-0.18752292]],[[ 0.03140229]],[[ 0.52369716]],[[-0.08406843]],[[ 0.02045303]],[[ 0.50657286]],[[ 0.]],[[ 0.]],[[ 2.71591342]],[[ 0.51855316]],[[-0.]],60,[[ 0.18752292]],[[-0.03140229]],[[-0.12369716]]
-0.191,0.0337,0.5169,0.127583568321,[[-0.18909227]],[[ 0.03218535]],[[ 0.52687627]],[[-0.08467782]],[[ 0.02093686]],[[ 0.4956941]],[[ 0.]],[[ 0.]],[[ 2.73770099]],[[ 0.53122216]],[[-0.]],60,[[ 0.18909227]],[[-0.03218535]],[[-0.12687627]]
-0.191,0.0337,0.5169,0.127583568321,[[-0.19023224]],[[ 0.03275543]],[[ 0.52945831]],[[-0.08492126]],[[ 0.02123636]],[[ 0.48199972]],[[ 0.]],[[ 0.]],[[ 2.75153501]],[[ 0.53991791]],[[-0.]],60,[[ 0.19023224]],[[-0.03275543]],[[-0.12945831]]
-0.191,0.0337,0.5169,0.127583568321,[[-0.19105895]],[[ 0.0331701]],[[ 0.53151455]],[[-0.08490271]],[[ 0.02140315]],[[ 0.46606309]],[[ 0.]],[[ 0.]],[[ 2.75961655]],[[ 0.5457325]],[[-0.]],60,[[ 0.19105895]],[[-0.0331701]],[[-0.13151455]]
-0.2004,0.0435,0.5177,0.142593399888,[[-0.19425394]],[[ 0.03617869]],[[ 0.53323699]],[[-0.08682315]],[[ 0.02369082]],[[ 0.44912058]],[[ 0.]],[[ 0.]],[[ 2.81077087]],[[ 0.59869508]],[[-0.]],60,[[ 0.19425394]],[[-0.03617869]],[[-0.13323699]]
-0.2004,0.0435,0.5177,0.142593399888,[[-0.19657996]],[[ 0.03837239]],[[ 0.53454301]],[[-0.08800821]],[[ 0.02528152]],[[ 0.43075389]],[[ 0.]],[[ 0.]],[[ 2.84588173]],[[ 0.63653904]],[[-0.]],60,[[ 0.19657996]],[[-0.03837239]],[[-0.13454301]]
-0.2004,0.0435,0.5177,0.142593399888,[[-0.19827197]],[[ 0.03997147]],[[ 0.53548688]],[[-0.08866367]],[[ 0.02636835]],[[ 0.41135796]],[[ 0.]],[[ 0.]],[[ 2.86935639]],[[ 0.66339819]],[[-0.]],60,[[ 0.19827197]],[[-0.03997147]],[[-0.13548688]]
-0.2004,0.0435,0.5177,0.142593399888,[[-0.19950139]],[[ 0.04113666]],[[ 0.53611752]],[[-0.08893851]],[[ 0.02709116]],[[ 0.39127433]],[[ 0.]],[[ 0.]],[[ 2.88439891]],[[ 0.6822782]],[[-0.]],60,[[ 0.19950139]],[[-0.04113666]],[[-0.13611752]]
-0.2004,0.0435,0.5177,0.142593399888,[[-0.20039332]],[[ 0.04198526]],[[ 0.53647898]],[[-0.08894053]],[[ 0.02755119]],[[ 0.37079654]],[[ 0.]],[[ 0.]],[[ 2.89333853]],[[ 0.69536454]],[[-0.]],60,[[ 0.20039332]],[[-0.04198526]],[[-0.13647898]]
-0.2004,0.0435,0.5177,0.142593399888,[[-0.20103905]],[[ 0.04260285]],[[ 0.53661074]],[[-0.08874779]],[[ 0.02782178]],[[ 0.35017508]],[[ 0.]],[[ 0.]],[[ 2.89786847]],[[ 0.7042463]],[[-0.]],60,[[ 0.20103905]],[[-0.04260285]],[[-0.13661074]]
-0.2077,0.048,0.5155,0.105766952671,[[-0.20352003]],[[ 0.04429391]],[[ 0.53619825]],[[-0.08999984]],[[ 0.02893188]],[[ 0.32760441]],[[ 0.]],[[ 0.]],[[ 2.93519876]],[[ 0.73225798]],[[-0.]],60,[[ 0.20352003]],[[-0.04429391]],[[-0.13619825]]
