x,y,z,yaw,xk,yk,zk,vxk,vyk,vzk,yawk,vyawk,pitch,roll,yaw,thrust,xd,yd,zd
-0.2077,0.048,0.5155,0.105766952671,[[-0.20532518]],[[ 0.04552614]],[[ 0.53566154]],[[-0.09070636]],[[ 0.02966786]],[[ 0.30561899]],[[ 0.]],[[ 0.]],[[ 2.96031541]],[[ 0.75194]],[[-0.]],60,[[ 0.20532518]],[[-0.04552614]],[[-0.13566154]]
-0.2077,0.048,0.5155,0.105766952671,[[-0.20663724]],[[ 0.04642356]],[[ 0.53502531]],[[-0.0910204]],[[ 0.0301337]],[[ 0.28432737]],[[ 0.]],[[ 0.]],[[ 2.9765764]],[[ 0.76557257]],[[-0.]],60,[[ 0.20663724]],[[-0.04642356]],[[-0.13502531]]
-0.2077,0.048,0.5155,0.105766952671,[[-0.20758953]],[[ 0.04707668]],[[ 0.5343112]],[[-0.09105283]],[[ 0.03040472]],[[ 0.26381445]],[[ 0.]],[[ 0.]],[[ 2.98642359]],[[ 0.77481401]],[[-0.]],60,[[ 0.20758953]],[[-0.04707668]],[[-0.1343112]]
-0.2077,0.048,0.5155,0.105766952671,[[-0.20827936]],[[ 0.04755155]],[[ 0.53353815]],[[-0.09088389]],[[ 0.03053548]],[[ 0.24414451]],[[ 0.]],[[ 0.]],[[ 2.99163255]],[[ 0.78087036]],[[-0.]],60,[[ 0.20827936]],[[-0.04755155]],[[-0.13353815]]
-0.2164,0.0545,0.505,0.105766952671,[[-0.21117731]],[[ 0.04968916]],[[ 0.53105276]],[[-0.09239681]],[[ 0.03192909]],[[ 0.21573494]],[[ 0.]],[[ 0.]],[[ 3.03574113]],[[ 0.8161825]],[[-0.]],60,[[ 0.21117731]],[[-0.04968916]],[[-0.13105276]]
-0.2164,0.0545,0.505,0.105766952671,[[-0.21328676]],[[ 0.05124711]],[[ 0.52872372]],[[-0.0932928]],[[ 0.03286528]],[[ 0.18986509]],[[ 0.]],[[ 0.]],[[ 3.06579563]],[[ 0.8411239]],[[-0.]],60,[[ 0.21328676]],[[-0.05124711]],[[-0.12872372]]
-0.2164,0.0545,0.505,0.105766952671,[[-0.21482089]],[[ 0.05238209]],[[ 0.52654752]],[[-0.09374435]],[[ 0.0334709]],[[ 0.16636831]],[[ 0.]],[[ 0.]],[[ 3.08565239]],[[ 0.85852991]],[[-0.]],60,[[ 0.21482089]],[[-0.05238209]],[[-0.12654752]]
-0.2164,0.0545,0.505,0.105766952671,[[-0.21593524]],[[ 0.05320844]],[[ 0.52451982]],[[-0.0938764]],[[ 0.03383787]],[[ 0.14508267]],[[ 0.]],[[ 0.]],[[ 3.09811645]],[[ 0.87046307]],[[-0.]],60,[[ 0.21593524]],[[-0.05320844]],[[-0.12451982]]
-0.2164,0.0545,0.505,0.105766952671,[[-0.21674334]],[[ 0.05380958]],[[ 0.52263558]],[[-0.09377947]],[[ 0.0340328]],[[ 0.12585172]],[[ 0.]],[[ 0.]],[[ 3.10522804]],[[ 0.87842379]],[[-0.]],60,[[ 0.21674334]],[[-0.05380958]],[[-0.12263558]]
-0.2213,0.0552,0.4824,0.121649448864,[[-0.21867862]],[[ 0.05443935]],[[ 0.51729509]],[[-0.09451494]],[[ 0.03424621]],[[ 0.08779991]],[[ 0.]],[[ 0.]],[[ 3.13193562]],[[ 0.88685564]],[[-0.]],60,[[ 0.21867862]],[[-0.05443935]],[[-0.11729509]]
-0.2213,0.0552,0.4824,0.121649448864,[[-0.22008574]],[[ 0.05489707]],[[ 0.51248393]],[[-0.09485351]],[[ 0.03433068]],[[ 0.0549945]],[[ 0.]],[[ 0.]],[[ 3.14939252]],[[ 0.89227745]],[[-0.]],60,[[ 0.22008574]],[[-0.05489707]],[[-0.11248393]]
-0.2213,0.0552,0.4824,0.121649448864,[[-0.2211075]],[[ 0.05522925]],[[ 0.50816202]],[[-0.09490685]],[[ 0.03432257]],[[ 0.02690197]],[[ 0.]],[[ 0.]],[[ 3.16014355]],[[ 0.89551821]],[[-0.]],60,[[ 0.2211075]],[[-0.05522925]],[[-0.10816202]]
-0.2213,0.0552,0.4824,0.121649448864,[[-0.22184811]],[[ 0.05546984]],[[ 0.5042912]],[[-0.09475589]],[[ 0.03424825]],[[ 0.00303042]],[[ 0.]],[[ 0.]],[[ 3.16604]],[[ 0.89718096]],[[-0.]],60,[[ 0.22184811]],[[-0.05546984]],[[-0.1042912]]
-0.2213,0.0552,0.4824,0.121649448864,[[-0.22238361]],[[ 0.05564363]],[[ 0.50083522]],[[-0.09445924]],[[ 0.0341268]],[[-0.0170725]],[[ 0.]],[[ 0.]],[[ 3.1684285]],[[ 0.89770433]],[[-0.]],[[ 60.04360152]],[[ 0.22238361]],[[-0.05564363]],[[-0.10083522]]
-0.229,0.062,0.4552,0.131772358526,[[-0.22489062]],[[ 0.05764189]],[[ 0.49343406]],[[-0.09557749]],[[ 0.03531273]],[[-0.05876534]],[[ 0.]],[[ 0.]],[[ 3.20468106]],[[ 0.92954619]],[[-0.]],[[ 60.62212377]],[[ 0.22489062]],[[-0.05764189]],[[-0.09343406]]
-0.229,0.062,0.4552,0.131772358526,[[-0.22671502]],[[ 0.05909815]],[[ 0.48685932]],[[-0.09619558]],[[ 0.0360977]],[[-0.09328865]],[[ 0.]],[[ 0.]],[[ 3.22910605]],[[ 0.95195843]],[[-0.]],[[ 61.12347745]],[[ 0.22671502]],[[-0.05909815]],[[-0.08685932]]
-0.229,0.062,0.4552,0.131772358526,[[-0.22804135]],[[ 0.0601589]],[[ 0.48103986]],[[-0.09645337]],[[ 0.03659279]],[[-0.12146607]],[[ 0.]],[[ 0.]],[[ 3.24494725]],[[ 0.96751692]],[[-0.]],[[ 61.55533742]],[[ 0.22804135]],[[-0.0601589]],[[-0.08103986]]
-0.229,0.062,0.4552,0.131772358526,[[-0.22900426]],[[ 0.06093106]],[[ 0.47590893]],[[-0.09645223]],[[ 0.03687856]],[[-0.1440484]],[[ 0.]],[[ 0.]],[[ 3.25456499]],[[ 0.97809622]],[[-0.]],[[ 61.92479527]],[[ 0.22900426]],[[-0.06093106]],[[-0.07590893]]
-0.229,0.062,0.4552,0.131772358526,[[-0.22970203]],[[ 0.06149263]],[[ 0.4714041]],[[-0.09626564]],[[ 0.03701342]],[[-0.16171836]],[[ 0.]],[[ 0.]],[[ 3.2596767]],[[ 0.98506049]],[[-0.]],[[ 62.23838702]],[[ 0.22970203]],[[-0.06149263]],[[-0.0714041]]
-0.2294,0.0658,0.4551,0.134041286553,[[-0.2303165]],[[ 0.06294676]],[[ 0.46745118]],[[-0.09602344]],[[ 0.03776744]],[[-0.17518687]],[[ 0.]],[[ 0.]],[[ 3.26339931]],[[ 1.00714203]],[[-0.]],[[ 62.50337525]],[[ 0.2303165]],[[-0.06294676]],[[-0.06745118]]
-0.2294,0.0658,0.4551,0.134041286553,[[-0.23076009]],[[ 0.06400593]],[[ 0.46401365]],[[-0.09566605]],[[ 0.03823886]],[[-0.18490688]],[[ 0.]],[[ 0.]],[[ 3.26426136]],[[ 1.02244796]],[[-0.]],[[ 62.72385173]],[[ 0.23076009]],[[-0.06400593]],[[-0.06401365]]
-0.2294,0.0658,0.4551,0.134041286553,[[-0.23107904]],[[ 0.0647769]],[[ 0.46104107]],[[-0.09522734]],[[ 0.03850618]],[[-0.1913854]],[[ 0.]],[[ 0.]],[[ 3.2630638]],[[ 1.03283084]],[[-0.]],[[ 62.90487351]],[[ 0.23107904]],[[-0.0647769]],[[-0.06104107]]
-0.2294,0.0658,0.4551,0.134041286553,[[-0.23130709]],[[ 0.06533757]],[[ 0.45848675]],[[-0.09473184]],[[ 0.03862633]],[[-0.19507853]],[[ 0.]],[[ 0.]],[[ 3.26038925]],[[ 1.03963904]],[[-0.]],[[ 63.0510552]],[[ 0.23130709]],[[-0.06533757]],[[-0.05848675]]
-0.2294,0.0658,0.4551,0.134041286553,[[-0.23146886]],[[ 0.0657448]],[[ 0.4563076]],[[-0.09419728]],[[ 0.0386406]],[[-0.19639536]],[[ 0.]],[[ 0.]],[[ 3.25666141]],[[ 1.04385391]],[[-0.]],[[ 63.16659706]],[[ 0.23146886]],[[-0.0657448]],[[-0.0563076]]
-0.2294,0.0658,0.4551,0.134041286553,[[-0.23158232]],[[ 0.06604006]],[[ 0.45446393]],[[-0.09363651]],[[ 0.03857891]],[[-0.19570175]],[[ 0.]],[[ 0.]],[[ 3.25218829]],[[ 1.04618971]],[[-0.]],[[ 63.25531232]],[[ 0.23158232]],[[-0.06604006]],[[-0.05446393]]
-0.2337,0.0742,0.4061,0.158650429006,[[-0.23284373]],[[ 0.06856491]],[[ 0.4451266]],[[-0.09385534]],[[ 0.04001901]],[[-0.23825882]],[[ 0.]],[[ 0.]],[[ 3.26699062]],[[ 1.08583918]],[[-0.]],[[ 63.93496422]],[[ 0.23284373]],[[-0.06856491]],[[-0.0451266]]
-0.2337,0.0742,0.4061,0.158650429006,[[-0.23375964]],[[ 0.07040534]],[[ 0.43691634]],[[-0.09384018]],[[ 0.04098353]],[[-0.2718629]],[[ 0.]],[[ 0.]],[[ 3.27599819]],[[ 1.11388868]],[[-0.]],[[ 64.51349766]],[[ 0.23375964]],[[-0.07040534]],[[-0.03691634]]
-0.2337,0.0742,0.4061,0.158650429006,[[-0.23442349]],[[ 0.07174632]],[[ 0.42972919]],[[-0.09365727]],[[ 0.04160386]],[[-0.29762966]],[[ 0.]],[[ 0.]],[[ 3.28080755]],[[ 1.1335018]],[[-0.]],[[ 65.0016886]],[[ 0.23442349]],[[-0.07174632]],[[-0.02972919]]
-0.2337,0.0742,0.4061,0.158650429006,[[-0.23490343]],[[ 0.07272286]],[[ 0.42346837]],[[-0.09335464]],[[ 0.04197531]],[[-0.31656923]],[[ 0.]],[[ 0.]],[[ 3.28258071]],[[ 1.14698168]],[[-0.]],[[ 65.40942773]],[[ 0.23490343]],[[-0.07272286]],[[-0.02346837]]
-0.2337,0.0742,0.4061,0.158650429006,[[-0.23524921]],[[ 0.07343344]],[[ 0.41804396]],[[-0.09296712]],[[ 0.04216706]],[[-0.32959367]],[[ 0.]],[[ 0.]],[[ 3.28216332]],[[ 1.156005]],[[-0.]],[[ 65.74577055]],[[ 0.23524921]],[[-0.07343344]],[[-0.01804396]]
-0.2337,0.0742,0.4061,0.158650429006,[[-0.23549714]],[[ 0.07394996]],[[ 0.41337268]],[[-0.09251993]],[[ 0.04222928]],[[-0.33752426]],[[ 0.]],[[ 0.]],[[ 3.28017075]],[[ 1.1617924]],[[-0.]],[[ 66.01898715]],[[ 0.23549714]],[[-0.07394996]],[[-0.01337268]]
-0.2378,0.0803,0.3564,0.117984257435,[[-0.23680119]],[[ 0.07600235]],[[ 0.40147358]],[[-0.09276718]],[[ 0.04329313]],[[-0.38667534]],[[ 0.]],[[ 0.]],[[ 3.29568369]],[[ 1.19295476]],[[-0.]],[[ 66.8596976]],[[ 0.23680119]],[[-0.07600235]],[[-0.00147358]]
-0.2378,0.0803,0.3564,0.117984257435,[[-0.23774842]],[[ 0.07749796]],[[ 0.39105351]],[[-0.09277988]],[[ 0.04398318]],[[-0.42446372]],[[ 0.]],[[ 0.]],[[ 3.30528303]],[[ 1.21481138]],[[-0.]],[[ 67.56964314]],[[ 0.23774842]],[[-0.07749796]],[[ 0.00894649]]
-0.2378,0.0803,0.3564,0.117984257435,[[-0.23843531]],[[ 0.07858726]],[[ 0.3819728]],[[-0.09262422]],[[ 0.04440282]],[[-0.45234992]],[[ 0.]],[[ 0.]],[[ 3.31059533]],[[ 1.22990085]],[[-0.]],[[ 68.16310943]],[[ 0.23843531]],[[-0.07858726]],[[ 0.0180272]]
-0.2378,0.0803,0.3564,0.117984257435,[[-0.23893225]],[[ 0.07938009]],[[ 0.37410173]],[[-0.09234822]],[[ 0.04462707]],[[-0.471653]],[[ 0.]],[[ 0.]],[[ 3.31280466]],[[ 1.24007153]],[[-0.]],[[ 68.65317842]],[[ 0.23893225]],[[-0.07938009]],[[ 0.02589827]]
-0.2378,0.0803,0.3564,0.117984257435,[[-0.23929062]],[[ 0.07995656]],[[ 0.3673201]],[[-0.09198668]],[[ 0.04471037]],[[-0.48356097]],[[ 0.]],[[ 0.]],[[ 3.31277294]],[[ 1.24666927]],[[-0.]],[[ 69.05179972]],[[ 0.23929062]],[[-0.07995656]],[[ 0.0326799]]
-0.2378,0.0803,0.3564,0.117984257435,[[-0.23954791]],[[ 0.08037517]],[[ 0.36151685]],[[-0.09156484]],[[ 0.04469223]],[[-0.48914071]],[[ 0.]],[[ 0.]],[[ 3.31112752]],[[ 1.25067395]],[[-0.]],[[ 69.36986118]],[[ 0.23954791]],[[-0.08037517]],[[ 0.03848315]]
-0.2413,0.0882,0.2697,0.14835298642,[[-0.24069345]],[[ 0.08284991]],[[ 0.34280127]],[[-0.0917105]],[[ 0.04597701]],[[-0.56885495]],[[ 0.]],[[ 0.]],[[ 3.32403954]],[[ 1.28826917]],[[-0.]],[[ 70.70421123]],[[ 0.24069345]],[[-0.08284991]],[[ 0.05719873]]
-0.2413,0.0882,0.2697,0.14835298642,[[-0.24152521]],[[ 0.08465367]],[[ 0.32639175]],[[-0.09165668]],[[ 0.04682446]],[[-0.63067521]],[[ 0.]],[[ 0.]],[[ 3.33181892]],[[ 1.31478126]],[[-0.]],[[ 71.83378846]],[[ 0.24152521]],[[-0.08465367]],[[ 0.07360825]]
-0.2413,0.0882,0.2697,0.14835298642,[[-0.24212801]],[[ 0.08596778]],[[ 0.31207203]],[[-0.09145978]],[[ 0.04735528]],[[-0.67688035]],[[ 0.]],[[ 0.]],[[ 3.33587792]],[[ 1.33323067]],[[-0.]],[[ 72.78080018]],[[ 0.24212801]],[[-0.08596778]],[[ 0.08792797]]
-0.2413,0.0882,0.2697,0.14835298642,[[-0.24256377]],[[ 0.08692458]],[[ 0.29964108]],[[-0.0911607]],[[ 0.04765712]],[[-0.70952999]],[[ 0.]],[[ 0.]],[[ 3.33724477]],[[ 1.345817]],[[-0.]],[[ 73.56559617]],[[ 0.24256377]],[[-0.08692458]],[[ 0.10035892]]
-0.2413,0.0882,0.2697,0.14835298642,[[-0.24287767]],[[ 0.08762065]],[[ 0.2889125]],[[-0.09078913]],[[ 0.04779357]],[[-0.73048052]],[[ 0.]],[[ 0.]],[[ 3.33666803]],[[ 1.35414212]],[[-0.]],[[ 74.20677746]],[[ 0.24287767]],[[-0.08762065]],[[ 0.1110875]]
-0.2413,0.0882,0.2697,0.14835298642,[[-0.24310269]],[[ 0.08812644]],[[ 0.27971396]],[[-0.09036658]],[[ 0.04781081]],[[-0.74140037]],[[ 0.]],[[ 0.]],[[ 3.33469264]],[[ 1.35937252]],[[-0.]],[[ 74.7213039]],[[ 0.24310269]],[[-0.08812644]],[[ 0.12028604]]
-0.2394,0.0883,0.2694,0.151843644924,[[-0.24274091]],[[ 0.08852089]],[[ 0.27183876]],[[-0.08958715]],[[ 0.04775928]],[[-0.74405975]],[[ 0.]],[[ 0.]],[[ 3.32328066]],[[ 1.36280162]],[[-0.]],[[ 75.12836067]],[[ 0.24274091]],[[-0.08852089]],[[ 0.12816124]]
-0.2394,0.0883,0.2694,0.151843644924,[[-0.24247296]],[[ 0.08880661]],[[ 0.26519363]],[[-0.0888736]],[[ 0.04764164]],[[-0.73947286]],[[ 0.]],[[ 0.]],[[ 3.31346556]],[[ 1.36448248]],[[-0.]],[[ 75.43768279]],[[ 0.24247296]],[[-0.08880661]],[[ 0.13480637]]
-0.2394,0.0883,0.2694,0.151843644924,[[-0.24227352]],[[ 0.08901302]],[[ 0.25964388]],[[-0.08820944]],[[ 0.04747684]],[[-0.72883417]],[[ 0.]],[[ 0.]],[[ 3.30482965]],[[ 1.36489855]],[[-0.]],[[ 75.66197685]],[[ 0.24227352]],[[-0.08901302]],[[ 0.14035612]]
-0.2394,0.0883,0.2694,0.151843644924,[[-0.24212412]],[[ 0.08916155]],[[ 0.2550662]],[[-0.08758272]],[[ 0.04727863]],[[-0.71320369]],[[ 0.]],[[ 0.]],[[ 3.29706845]],[[ 1.36440181]],[[-0.]],[[ 75.8127084]],[[ 0.24212412]],[[-0.08916155]],[[ 0.1449338]]
-0.2394,0.0883,0.2694,0.151843644924,[[-0.24201129]],[[ 0.08926789]],[[ 0.25134798]],[[-0.0869847]],[[ 0.04705697]],[[-0.69351862]],[[ 0.]],[[ 0.]],[[ 3.28995989]],[[ 1.36324855]],[[-0.]],[[ 75.90019418]],[[ 0.24201129]],[[-0.08926789]],[[ 0.14865202]]
-0.2358,0.101,0.1764,0.111352006277,[[-0.24093656]],[[ 0.09283102]],[[ 0.23359639]],[[-0.0858137]],[[ 0.04891929]],[[-0.75588918]],[[ 0.]],[[ 0.]],[[ 3.2675026]],[[ 1.41750309]],[[-0.]],[[ 77.09962632]],[[ 0.24093656]],[[-0.09283102]],[[ 0.16640361]]
-0.2358,0.101,0.1764,0.111352006277,[[-0.2401486]],[[ 0.09542903]],[[ 0.21814341]],[[-0.08482678]],[[ 0.05018362]],[[-0.80140883]],[[ 0.]],[[ 0.]],[[ 3.24975383]],[[ 1.45612646]],[[-0.]],[[ 78.09987365]],[[ 0.2401486]],[[-0.09542903]],[[ 0.18185659]]
-0.2358,0.101,0.1764,0.111352006277,[[-0.23956995]],[[ 0.09732271]],[[ 0.20476519]],[[-0.08397501]],[[ 0.05101445]],[[-0.83234002]],[[ 0.]],[[ 0.]],[[ 3.23544963]],[[ 1.48337165]],[[-0.]],[[ 78.92344081]],[[ 0.23956995]],[[-0.09732271]],[[ 0.19523481]]
-0.2358,0.101,0.1764,0.111352006277,[[-0.23914409]],[[ 0.09870241]],[[ 0.19325444]],[[-0.08322281]],[[ 0.05153127]],[[-0.85071917]],[[ 0.]],[[ 0.]],[[ 3.22366898]],[[ 1.50233672]],[[-0.]],[[ 79.59087364]],[[ 0.23914409]],[[-0.09870241]],[[ 0.20674556]]
-0.2358,0.101,0.1764,0.111352006277,[[-0.23882978]],[[ 0.09970702]],[[ 0.18341975]],[[-0.0825443]],[[ 0.05182083]],[[-0.85837395]],[[ 0.]],[[ 0.]],[[ 3.21374073]],[[ 1.51527842]],[[-0.]],80,[[ 0.23882978]],[[-0.09970702]],[[ 0.21658025]]
-0.2358,0.101,0.1764,0.111352006277,[[-0.2385969]],[[ 0.10043791]],[[ 0.17508474]],[[-0.08192067]],[[ 0.05194616]],[[-0.8569397]],[[ 0.]],[[ 0.]],[[ 3.20517572]],[[ 1.52384068]],[[-0.]],80,[[ 0.2385969]],[[-0.10043791]],[[ 0.22491526]]
-0.2358,0.101,0.1764,0.111352006277,[[-0.2384235]],[[ 0.10096907]],[[ 0.16808735]],[[-0.08133824]],[[ 0.05195302]],[[-0.84787506]],[[ 0.]],[[ 0.]],[[ 3.19761738]],[[ 1.52922096]],[[-0.]],80,[[ 0.2384235]],[[-0.10096907]],[[ 0.23191265]]
-0.2402,0.105,0.0946,0.111352006277,[[-0.23950124]],[[ 0.1024524]],[[ 0.14926997]],[[-0.0814927]],[[ 0.05251617]],[[-0.90749064]],[[ 0.]],[[ 0.]],[[ 3.20993937]],[[ 1.54968579]],[[-0.]],80,[[ 0.23950124]],[[-0.1024524]],[[ 0.25073003]]
-0.2402,0.105,0.0946,0.111352006277,[[-0.24028428]],[[ 0.10353264]],[[ 0.13294386]],[[-0.08147415]],[[ 0.05283915]],[[-0.94930321]],[[ 0.]],[[ 0.]],[[ 3.21758431]],[[ 1.56371797]],[[-0.]],80,[[ 0.24028428]],[[-0.10353264]],[[ 0.26705614]]
-0.2402,0.105,0.0946,0.111352006277,[[-0.24085229]],[[ 0.10431872]],[[ 0.11886254]],[[-0.08133118]],[[ 0.05298848]],[[-0.97576061]],[[ 0.]],[[ 0.]],[[ 3.22183474]],[[ 1.57307201]],[[-0.]],80,[[ 0.24085229]],[[-0.10431872]],[[ 0.28113746]]
-0.2402,0.105,0.0946,0.111352006277,[[-0.24126341]],[[ 0.10489015]],[[ 0.10679815]],[[-0.08109908]],[[ 0.05301245]],[[-0.98906224]],[[ 0.]],[[ 0.]],[[ 3.2236249]],[[ 1.57902605]],[[-0.]],80,[[ 0.24126341]],[[-0.10489015]],[[ 0.29320185]]
-0.2402,0.105,0.0946,0.111352006277,[[-0.24156005]],[[ 0.10530495]],[[ 0.09654055]],[[-0.08080347]],[[ 0.05294617]],[[-0.99117834]],[[ 0.]],[[ 0.]],[[ 3.22363528]],[[ 1.58251122]],[[-0.]],80,[[ 0.24156005]],[[-0.10530495]],[[ 0.30345945]]
-0.2353,0.1118,0.0357,0.117111592809,[[-0.24042869]],[[ 0.1074713]],[[ 0.07852932]],[[-0.07969336]],[[ 0.05388312]],[[-1.03788213]],[[ 0.]],[[ 0.]],[[ 3.20122052]],[[ 1.61354421]],[[-0.]],80,[[ 0.24042869]],[[-0.1074713]],[[ 0.32147068]]
-0.2353,0.1118,0.0357,0.117111592809,[[-0.23959981]],[[ 0.10904996]],[[ 0.06298974]],[[-0.07876648]],[[ 0.05447593]],[[-1.06764058]],[[ 0.]],[[ 0.]],[[ 3.1836629]],[[ 1.63525888]],[[-0.]],80,[[ 0.23959981]],[[-0.10904996]],[[ 0.33701026]]
-0.2353,0.1118,0.0357,0.117111592809,[[-0.2389917]],[[ 0.11019975]],[[ 0.04967123]],[[-0.07797393]],[[ 0.05481948]],[[-1.0828757]],[[ 0.]],[[ 0.]],[[ 3.16965636]],[[ 1.65019224]],[[-0.]],80,[[ 0.2389917]],[[-0.11019975]],[[ 0.35032877]]
-0.2353,0.1118,0.0357,0.117111592809,[[-0.23854476]],[[ 0.11103656]],[[ 0.03834271]],[[-0.07728015]],[[ 0.05498271]],[[-1.08575748]],[[ 0.]],[[ 0.]],[[ 3.15824908]],[[ 1.66019274]],[[-0.]],80,[[ 0.23854476]],[[-0.11103656]],[[ 0.36165729]]
-0.2353,0.1118,0.0357,0.117111592809,[[-0.23821547]],[[ 0.11164499]],[[ 0.02879159]],[[-0.07665927]],[[ 0.05501573]],[[-1.07822411]],[[ 0.]],[[ 0.]],[[ 3.14874737]],[[ 1.66660711]],[[-0.]],80,[[ 0.23821547]],[[-0.11164499]],[[ 0.37120841]]
-0.2353,0.1118,0.0357,0.117111592809,[[-0.23797206]],[[ 0.11208675]],[[ 0.02082278]],[[-0.0760925]],[[ 0.0549549]],[[-1.06200105]],[[ 0.]],[[ 0.]],[[ 3.14064556]],[[ 1.67041656]],[[-0.]],80,[[ 0.23797206]],[[-0.11208675]],[[ 0.37917722]]
-0.2276,0.1197,0.0541,0.127059969545,[[-0.23567935]],[[ 0.11457378]],[[ 0.01718395]],[[-0.07438555]],[[ 0.05603793]],[[-1.02174546]],[[ 0.]],[[ 0.]],[[ 3.10064902]],[[ 1.70611716]],[[-0.]],80,[[ 0.23567935]],[[-0.11457378]],[[ 0.38281605]]
-0.2276,0.1197,0.0541,0.127059969545,[[-0.23400325]],[[ 0.11638644]],[[ 0.01446237]],[[-0.07303803]],[[ 0.05673525]],[[-0.97852208]],[[ 0.]],[[ 0.]],[[ 3.07041285]],[[ 1.73121689]],[[-0.]],80,[[ 0.23400325]],[[-0.11638644]],[[ 0.38553763]]
